id,product,amount,region
4629,Gadget,4480.11,West
4630,Widget,4467.97,East
4631,Thingmajig,4819.3,West
4632,Thingmajig,3802.82,North
4633,Gadget,1774.02,East
4634,Doohickey,2255.0,West
4635,Gadget,2191.92,South
4636,Gadget,2867.36,North
4637,Gadget,231.69,North
4638,Gadget,3363.81,West
4639,Thingmajig,516.41,West
4640,Thingmajig,114.34,North
4641,Widget,1448.46,North
4642,Gadget,3520.49,North
4643,Thingmajig,3676.76,East
4644,Doohickey,3228.03,North
4645,Thingmajig,3506.2,West
4646,Doohickey,2833.72,North
4647,Thingmajig,2586.14,North
4648,Doohickey,183.89,South
4649,Thingmajig,785.08,East
4650,Gadget,905.91,South
4651,Widget,2270.82,North
4652,Thingmajig,4571.42,West
4653,Thingmajig,2114.23,North
4654,Gadget,474.68,South
4655,Widget,4528.38,East
4656,Thingmajig,393.18,West
4657,Gadget,4269.52,South
4658,Doohickey,2191.02,East
4659,Doohickey,2050.88,West
4660,Thingmajig,3141.53,West
4661,Gadget,391.62,West
4662,Widget,4804.84,North
4663,Gadget,3964.05,East
4664,Gadget,1897.84,North
4665,Doohickey,4538.79,East
4666,Doohickey,4770.33,West
4667,Widget,1771.94,North
4668,Doohickey,3535.62,West
4669,Doohickey,218.84,West
4670,Gadget,2529.39,West
4671,Gadget,4891.6,East
4672,Gadget,3408.26,West
4673,Widget,4066.46,North
4674,Thingmajig,3036.91,South
4675,Thingmajig,2181.86,West
4676,Doohickey,3224.02,East
4677,Doohickey,3639.95,West
4678,Gadget,1803.52,East
4679,Gadget,1431.35,South
4680,Thingmajig,1733.3,South
4681,Thingmajig,2527.05,East
4682,Gadget,292.38,North
4683,Doohickey,1582.5,South
4684,Thingmajig,2181.2,East
4685,Doohickey,680.67,South
4686,Thingmajig,4571.27,West
4687,Gadget,4185.99,West
4688,Thingmajig,235.15,North
4689,Gadget,2624.12,South
4690,Thingmajig,3047.68,West
4691,Gadget,2164.6,North
4692,Thingmajig,3615.62,North
4693,Doohickey,3361.11,West
4694,Thingmajig,345.82,South
4695,Gadget,587.97,East
4696,Widget,2907.15,North
4697,Doohickey,3837.61,South
4698,Doohickey,3777.19,North
4699,Widget,2622.84,South
4700,Doohickey,468.43,West
4701,Widget,2720.24,East
4702,Doohickey,959.37,South
4703,Doohickey,3206.77,North
4704,Widget,886.0,North
4705,Thingmajig,289.48,South
4706,Gadget,3990.27,South
4707,Widget,3935.52,East
4708,Thingmajig,4368.04,East
4709,Thingmajig,1096.65,South
4710,Thingmajig,4865.83,West
4711,Thingmajig,1972.95,West
4712,Thingmajig,1920.31,East
4713,Gadget,980.1,East
4714,Thingmajig,4179.91,East
4715,Thingmajig,3029.78,South
4716,Thingmajig,1468.22,East
4717,Thingmajig,3551.36,West
4718,Widget,1368.47,South
4719,Widget,2653.89,West
4720,Gadget,2371.18,West
4721,Thingmajig,4631.12,West
4722,Gadget,2259.58,South
4723,Doohickey,2442.23,South
4724,Widget,3113.32,South
4725,Thingmajig,2133.81,South
4726,Gadget,3039.06,East
4727,Thingmajig,718.97,South
4728,Doohickey,4667.29,North
4729,Widget,2954.26,East
4730,Gadget,3799.78,West
4731,Widget,332.6,North
4732,Widget,3784.1,East
4733,Gadget,2617.94,East
4734,Gadget,4319.51,North
4735,Thingmajig,4764.86,South
4736,Gadget,1999.4,South
4737,Gadget,4205.33,West
4738,Gadget,1570.78,East
4739,Thingmajig,3889.87,West
4740,Gadget,3478.91,West
4741,Widget,4463.96,North
4742,Doohickey,4042.87,South
4743,Widget,3229.62,North
4744,Gadget,979.36,East
4745,Thingmajig,4856.55,East
4746,Widget,4247.92,South
4747,Thingmajig,3589.89,South
4748,Doohickey,1784.98,South
4749,Gadget,1880.54,North
4750,Gadget,1408.51,West
4751,Thingmajig,1060.6,West
4752,Doohickey,1089.83,West
4753,Widget,4465.48,North
4754,Doohickey,332.97,South
4755,Gadget,244.06,South
4756,Thingmajig,4377.38,West
4757,Doohickey,2168.41,North
4758,Widget,2290.28,East
4759,Thingmajig,4461.91,North
4760,Gadget,1422.47,South
4761,Thingmajig,4094.47,West
4762,Thingmajig,1602.72,East
4763,Widget,90.65,North
4764,Thingmajig,4213.22,East
4765,Gadget,3157.49,West
4766,Thingmajig,4243.63,West
4767,Gadget,4356.18,East
4768,Doohickey,3049.92,North
4769,Widget,3563.37,South
4770,Widget,3601.91,North
4771,Thingmajig,3104.77,North
4772,Doohickey,4245.12,South
4773,Widget,4989.06,West
4774,Doohickey,2631.18,West
4775,Gadget,3077.47,East
4776,Gadget,4988.83,West
4777,Thingmajig,1594.95,West
4778,Doohickey,4629.44,East
4779,Gadget,1842.51,North
4780,Thingmajig,2540.56,West
4781,Doohickey,3684.07,South
4782,Gadget,2154.14,North
4783,Thingmajig,1528.44,West
4784,Thingmajig,4766.44,East
4785,Doohickey,2506.26,East
4786,Widget,887.82,South
4787,Doohickey,917.0,North
4788,Widget,3282.28,West
4789,Thingmajig,2518.73,North
4790,Doohickey,4107.3,East
4791,Gadget,717.22,West
4792,Gadget,2696.43,North
4793,Doohickey,495.15,East
4794,Thingmajig,4262.01,South
4795,Doohickey,3284.91,South
4796,Thingmajig,1116.09,North
4797,Thingmajig,4223.7,North
4798,Thingmajig,382.9,East
4799,Thingmajig,2786.97,West
4800,Widget,171.07,West
4801,Doohickey,1181.48,West
4802,Thingmajig,3749.99,South
4803,Doohickey,1856.4,West
4804,Gadget,2636.46,West
4805,Gadget,3731.83,North
4806,Thingmajig,3335.43,South
4807,Gadget,3891.09,South
4808,Thingmajig,4736.5,South
4809,Widget,1181.39,South
4810,Gadget,4498.07,North
4811,Widget,3250.0,West
4812,Gadget,2309.89,South
4813,Widget,3144.84,North
4814,Gadget,3699.18,East
4815,Widget,4472.21,West
4816,Doohickey,4267.33,North
4817,Widget,2431.27,East
4818,Thingmajig,3796.12,South
4819,Widget,1348.13,West
4820,Thingmajig,1731.9,West
4821,Thingmajig,679.83,South
4822,Thingmajig,3398.97,South
4823,Widget,3316.29,North
4824,Doohickey,3946.7,North
4825,Gadget,211.11,South
4826,Gadget,345.27,South
4827,Gadget,1514.31,South
4828,Gadget,3809.07,North
4829,Thingmajig,286.11,North
4830,Thingmajig,3112.62,West
4831,Thingmajig,3412.38,South
4832,Thingmajig,3708.36,West
4833,Gadget,627.86,North
4834,Doohickey,1596.68,East
4835,Widget,4889.48,West
4836,Thingmajig,4140.73,West
4837,Gadget,1952.51,West
4838,Gadget,141.75,West
4839,Thingmajig,1070.76,South
4840,Thingmajig,3325.59,West
4841,Doohickey,882.68,West
4842,Doohickey,2692.83,West
4843,Doohickey,2600.71,West
4844,Thingmajig,1567.15,South
4845,Gadget,4637.32,East
4846,Doohickey,2621.6,North
4847,Doohickey,3223.43,North
4848,Doohickey,2792.17,West
4849,Widget,371.51,South
4850,Thingmajig,898.66,South
4851,Gadget,4391.45,East
4852,Gadget,2469.98,West
4853,Thingmajig,2237.4,North
4854,Widget,1970.27,West
4855,Thingmajig,828.19,East
4856,Thingmajig,3859.2,South
4857,Widget,76.13,South
4858,Widget,450.41,South
4859,Thingmajig,2975.09,South
4860,Gadget,4642.31,West
4861,Thingmajig,3641.08,East
4862,Doohickey,3463.8,South
4863,Gadget,3687.64,North
4864,Doohickey,2431.95,East
4865,Gadget,259.82,East
4866,Gadget,1696.47,West
4867,Doohickey,2663.23,West
4868,Doohickey,1429.9,North
4869,Widget,474.25,West
4870,Gadget,2076.94,East
4871,Widget,2456.24,West
4872,Widget,673.25,West
4873,Widget,4189.03,East
4874,Doohickey,2780.65,East
4875,Gadget,4203.93,South
4876,Thingmajig,4273.31,North
4877,Gadget,3435.27,West
4878,Thingmajig,3117.38,South
4879,Thingmajig,1369.57,North
4880,Gadget,2076.97,North
4881,Widget,2520.94,South
4882,Widget,2024.48,South
4883,Widget,1337.1,South
4884,Thingmajig,2589.27,South
4885,Doohickey,1789.65,East
4886,Doohickey,3574.97,West
4887,Gadget,3257.27,North
4888,Widget,1089.99,South
4889,Doohickey,2814.99,West
4890,Widget,2515.72,East
4891,Doohickey,221.69,East
4892,Gadget,985.8,East
4893,Doohickey,3070.93,North
4894,Thingmajig,2750.59,East
4895,Widget,1005.75,West
4896,Doohickey,3875.86,East
4897,Gadget,1439.8,South
4898,Gadget,1632.1,West
4899,Gadget,2739.91,South
4900,Gadget,3338.5,North
4901,Thingmajig,2747.66,North
4902,Doohickey,4066.84,North
4903,Gadget,4547.07,North
4904,Widget,4718.12,West
4905,Doohickey,788.85,North
4906,Widget,3954.07,West
4907,Gadget,351.48,West
4908,Widget,3165.55,East
4909,Thingmajig,4917.64,North
4910,Doohickey,1771.9,East
4911,Doohickey,2781.66,West
4912,Widget,4819.44,South
4913,Widget,4879.58,West
4914,Doohickey,1383.31,South
4915,Doohickey,3526.35,West
4916,Doohickey,1592.89,East
4917,Doohickey,243.67,South
4918,Doohickey,4668.54,West
4919,Thingmajig,238.3,South
4920,Thingmajig,1908.53,South
4921,Gadget,3945.81,West
4922,Thingmajig,4693.1,East
4923,Gadget,1777.81,East
4924,Thingmajig,2789.44,North
4925,Doohickey,798.76,East
4926,Gadget,3234.43,East
4927,Gadget,1282.14,South
4928,Gadget,2155.36,South
4929,Widget,802.07,North
4930,Widget,1924.36,North
4931,Widget,4837.85,West
4932,Doohickey,2921.0,West
4933,Gadget,191.48,North
4934,Gadget,2777.13,West
4935,Doohickey,105.83,West
4936,Thingmajig,1579.5,North
4937,Thingmajig,110.95,South
4938,Doohickey,2432.53,South
4939,Gadget,4854.45,South
4940,Thingmajig,1160.84,East
4941,Widget,2049.27,North
4942,Thingmajig,1916.25,South
4943,Widget,2021.81,West
4944,Widget,3360.38,North
4945,Thingmajig,1858.68,South
4946,Doohickey,2923.74,East
4947,Widget,2317.68,East
4948,Widget,1405.59,East
4949,Doohickey,674.05,East
4950,Doohickey,1915.82,North
4951,Gadget,1779.9,East
4952,Gadget,1186.93,North
4953,Doohickey,2819.17,West
4954,Thingmajig,1745.79,East
4955,Thingmajig,574.64,South
4956,Widget,2013.03,South
4957,Thingmajig,2272.96,North
4958,Doohickey,2989.51,North
4959,Gadget,4758.62,South
4960,Gadget,4617.39,North
4961,Widget,4491.19,East
4962,Widget,2660.76,West
4963,Thingmajig,2382.2,South
4964,Doohickey,3103.56,East
4965,Gadget,666.0,North
4966,Gadget,2066.85,East
4967,Doohickey,3649.54,East
4968,Doohickey,4303.85,South
4969,Doohickey,4911.0,East
4970,Doohickey,3875.01,North
4971,Widget,2582.35,South
4972,Widget,2376.08,South
4973,Doohickey,1889.81,West
4974,Widget,2702.63,West
4975,Thingmajig,4200.94,South
4976,Widget,2855.5,East
4977,Doohickey,1608.01,East
4978,Widget,2422.49,East
4979,Thingmajig,3606.48,North
4980,Thingmajig,4930.7,East
4981,Doohickey,365.26,West
4982,Gadget,2944.17,East
4983,Gadget,3367.41,North
4984,Gadget,1901.85,North
4985,Doohickey,244.37,East
4986,Gadget,971.75,West
4987,Doohickey,4132.53,South
4988,Thingmajig,1942.8,East
4989,Doohickey,4671.19,East
4990,Doohickey,3165.56,West
4991,Thingmajig,329.03,West
4992,Doohickey,882.58,West
4993,Widget,3513.28,East
4994,Gadget,3468.37,South
4995,Widget,2254.57,South
4996,Widget,4117.57,East
4997,Thingmajig,555.38,West
4998,Widget,3648.87,North
4999,Doohickey,1637.54,South
5000,Doohickey,720.88,East
